id,age,gender,sampling_frame,sample_size,test_item,response,exp_num
25,19,male,category,8,1,8.5,1
25,19,male,category,8,2,9,1
25,19,male,category,8,3,3.5,1
25,19,male,category,8,4,2.5,1
25,19,male,category,8,5,2.5,1
25,19,male,category,8,6,2,1
25,19,male,category,20,1,9,1
25,19,male,category,20,2,9,1
25,19,male,category,20,3,3.5,1
25,19,male,category,20,4,1,1
25,19,male,category,20,5,1.5,1
25,19,male,category,20,6,1,1
25,19,male,property,2,1,5.5,1
25,19,male,property,2,2,5,1
25,19,male,property,2,3,5,1
25,19,male,property,2,4,5,1
25,19,male,property,2,5,5,1
25,19,male,property,2,6,5,1
25,19,male,property,8,1,8,1
25,19,male,property,8,2,5.5,1
25,19,male,property,8,3,2.5,1
25,19,male,property,8,4,2,1
25,19,male,property,8,5,2,1
25,19,male,property,8,6,3,1
25,19,male,property,20,1,9,1
25,19,male,property,20,2,6.5,1
25,19,male,property,20,3,1.5,1
25,19,male,property,20,4,2,1
25,19,male,property,20,5,1,1
25,19,male,property,20,6,1,1
26,18,female,category,2,1,7,1
26,18,female,category,2,2,7,1
26,18,female,category,2,3,1.5,1
26,18,female,category,2,4,2,1
26,18,female,category,2,5,1.5,1
26,18,female,category,2,6,2,1
26,18,female,category,8,1,8,1
26,18,female,category,8,2,8.5,1
26,18,female,category,8,3,2.5,1
26,18,female,category,8,4,3.5,1
26,18,female,category,8,5,3,1
26,18,female,category,8,6,3,1
26,18,female,category,20,1,9.5,1
26,18,female,category,20,2,7,1
26,18,female,category,20,3,5,1
26,18,female,category,20,4,4.5,1
26,18,female,category,20,5,5,1
26,18,female,category,20,6,5,1
26,18,female,property,2,1,2.5,1
26,18,female,property,2,2,2.5,1
26,18,female,property,2,3,4,1
26,18,female,property,2,4,3.5,1
26,18,female,property,2,5,2,1
26,18,female,property,2,6,3.5,1
26,18,female,property,8,1,5.5,1
26,18,female,property,8,2,7,1
26,18,female,property,8,3,7,1
26,18,female,property,8,4,7.5,1
26,18,female,property,8,5,3.5,1
26,18,female,property,8,6,3.5,1
26,18,female,property,20,1,9,1
26,18,female,property,20,2,8.5,1
26,18,female,property,20,3,8,1
26,18,female,property,20,4,9,1
26,18,female,property,20,5,4.5,1
26,18,female,property,20,6,4.5,1
27,19,male,category,2,1,2,1
27,19,male,category,2,2,1,1
27,19,male,category,2,3,0,1
27,19,male,category,2,4,0,1
27,19,male,category,2,5,0,1
27,19,male,category,2,6,0,1
27,19,male,category,8,1,6.5,1
27,19,male,category,8,2,4,1
27,19,male,category,8,3,0,1
27,19,male,category,8,4,0,1
27,19,male,category,8,5,0,1
27,19,male,category,8,6,0,1
27,19,male,category,20,1,10,1
27,19,male,category,20,2,5,1
27,19,male,category,20,3,0,1
27,19,male,category,20,4,0,1
27,19,male,category,20,5,0,1
27,19,male,category,20,6,0,1
27,19,male,property,2,1,2,1
27,19,male,property,2,2,2,1
27,19,male,property,2,3,3.5,1
27,19,male,property,2,4,3.5,1
27,19,male,property,2,5,1.5,1
27,19,male,property,2,6,2,1
27,19,male,property,8,1,2.5,1
27,19,male,property,8,2,2,1
27,19,male,property,8,3,3,1
27,19,male,property,8,4,1,1
27,19,male,property,8,5,2,1
27,19,male,property,8,6,1.5,1
27,19,male,property,20,1,4,1
27,19,male,property,20,2,5,1
27,19,male,property,20,3,0,1
27,19,male,property,20,4,0,1
27,19,male,property,20,5,0,1
27,19,male,property,20,6,0,1
28,19,male,category,2,1,1,1
28,19,male,category,2,2,2,1
28,19,male,category,2,3,1.5,1
28,19,male,category,2,4,1.5,1
28,19,male,category,2,5,1.5,1
28,19,male,category,2,6,1.5,1
28,19,male,category,8,1,2.5,1
28,19,male,category,8,2,4,1
28,19,male,category,8,3,1.5,1
28,19,male,category,8,4,1.5,1
28,19,male,category,8,5,1.5,1
28,19,male,category,8,6,1.5,1
28,19,male,category,20,1,2.5,1
28,19,male,category,20,2,4,1
28,19,male,category,20,3,1.5,1
28,19,male,category,20,4,1.5,1
28,19,male,category,20,5,1.5,1
28,19,male,category,20,6,1.5,1
28,19,male,property,2,1,2,1
28,19,male,property,2,2,2.5,1
28,19,male,property,2,3,2,1
28,19,male,property,2,4,2,1
28,19,male,property,2,5,1,1
28,19,male,property,2,6,2.5,1
28,19,male,property,8,1,5.5,1
28,19,male,property,8,2,4.5,1
28,19,male,property,8,3,4.5,1
28,19,male,property,8,4,5,1
28,19,male,property,8,5,4.5,1
28,19,male,property,8,6,4.5,1
28,19,male,property,20,1,8.5,1
28,19,male,property,20,2,7.5,1
28,19,male,property,20,3,7.5,1
28,19,male,property,20,4,8.5,1
28,19,male,property,20,5,8,1
28,19,male,property,20,6,8.5,1
29,19,female,category,2,1,8,1
29,19,female,category,2,2,4.5,1
29,19,female,category,2,3,4,1
29,19,female,category,2,4,4,1
29,19,female,category,2,5,7,1
29,19,female,category,2,6,5.5,1
29,19,female,category,8,1,10,1
29,19,female,category,8,2,6,1
29,19,female,category,8,3,7.5,1
29,19,female,category,8,4,5.5,1
29,19,female,category,8,5,6.5,1
29,19,female,category,8,6,5,1
29,19,female,category,20,1,10,1
29,19,female,category,20,2,8.5,1
29,19,female,category,20,3,6,1
29,19,female,category,20,4,6.5,1
29,19,female,category,20,5,7,1
29,19,female,category,20,6,5.5,1
29,19,female,property,2,1,10,1
29,19,female,property,2,2,8.5,1
29,19,female,property,2,3,8.5,1
29,19,female,property,2,4,9,1
29,19,female,property,2,5,8,1
29,19,female,property,2,6,7.5,1
29,19,female,property,8,1,10,1
29,19,female,property,8,2,10,1
29,19,female,property,8,3,4,1
29,19,female,property,8,4,5.5,1
29,19,female,property,8,5,5.5,1
29,19,female,property,8,6,6.5,1
29,19,female,property,20,1,10,1
29,19,female,property,20,2,10,1
29,19,female,property,20,3,5,1
29,19,female,property,20,4,3,1
29,19,female,property,20,5,3.5,1
29,19,female,property,20,6,3.5,1
30,18,female,category,2,1,6,1
30,18,female,category,2,2,4.5,1
30,18,female,category,2,3,4,1
30,18,female,category,2,4,3,1
30,18,female,category,2,5,3,1
30,18,female,category,2,6,1.5,1
30,18,female,category,8,1,5.5,1
30,18,female,category,8,2,7,1
30,18,female,category,8,3,3.5,1
30,18,female,category,8,4,2.5,1
30,18,female,category,8,5,2.5,1
30,18,female,category,8,6,2,1
30,18,female,category,20,1,7,1
30,18,female,category,20,2,4.5,1
30,18,female,category,20,3,3,1
30,18,female,category,20,4,2,1
30,18,female,category,20,5,2,1
30,18,female,category,20,6,1,1
30,18,female,property,2,1,5.5,1
30,18,female,property,2,2,5.5,1
30,18,female,property,2,3,3.5,1
30,18,female,property,2,4,3.5,1
30,18,female,property,2,5,3.5,1
30,18,female,property,2,6,2,1
30,18,female,property,8,1,6,1
30,18,female,property,8,2,6,1
30,18,female,property,8,3,3.5,1
30,18,female,property,8,4,3.5,1
30,18,female,property,8,5,2,1
30,18,female,property,8,6,2,1
30,18,female,property,20,1,5.5,1
30,18,female,property,20,2,5,1
30,18,female,property,20,3,1.5,1
30,18,female,property,20,4,1,1
30,18,female,property,20,5,0.5,1
30,18,female,property,20,6,0.5,1
31,18,female,category,2,1,6.5,1
31,18,female,category,2,2,3.5,1
31,18,female,category,2,3,2.5,1
31,18,female,category,2,4,1,1
31,18,female,category,2,5,0.5,1
31,18,female,category,2,6,0,1
31,18,female,category,8,1,9,1
31,18,female,category,8,2,7,1
31,18,female,category,8,3,2,1
31,18,female,category,8,4,1.5,1
31,18,female,category,8,5,1,1
31,18,female,category,8,6,0,1
31,18,female,category,20,1,9.5,1
31,18,female,category,20,2,6.5,1
31,18,female,category,20,3,1.5,1
31,18,female,category,20,4,1,1
31,18,female,category,20,5,0.5,1
31,18,female,category,20,6,0,1
31,18,female,property,2,1,3.5,1
31,18,female,property,2,2,3.5,1
31,18,female,property,2,3,0.5,1
31,18,female,property,2,4,0.5,1
31,18,female,property,2,5,0.5,1
31,18,female,property,2,6,0.5,1
31,18,female,property,8,1,4.5,1
31,18,female,property,8,2,2,1
31,18,female,property,8,3,0.5,1
31,18,female,property,8,4,0.5,1
31,18,female,property,8,5,0.5,1
31,18,female,property,8,6,0.5,1
31,18,female,property,20,1,5.5,1
31,18,female,property,20,2,2,1
31,18,female,property,20,3,0.5,1
31,18,female,property,20,4,0.5,1
31,18,female,property,20,5,0.5,1
31,18,female,property,20,6,0.5,1
32,25,female,category,2,1,5,1
32,25,female,category,2,2,10,1
32,25,female,category,2,3,10,1
32,25,female,category,2,4,10,1
32,25,female,category,2,5,10,1
32,25,female,category,2,6,5,1
32,25,female,category,8,1,5,1
32,25,female,category,8,2,10,1
32,25,female,category,8,3,10,1
32,25,female,category,8,4,10,1
32,25,female,category,8,5,10,1
32,25,female,category,8,6,10,1
32,25,female,category,20,1,10,1
32,25,female,category,20,2,10,1
32,25,female,category,20,3,10,1
32,25,female,category,20,4,10,1
32,25,female,category,20,5,10,1
32,25,female,category,20,6,10,1
32,25,female,property,2,1,10,1
32,25,female,property,2,2,5,1
32,25,female,property,2,3,0,1
32,25,female,property,2,4,0,1
32,25,female,property,2,5,0,1
32,25,female,property,2,6,0,1
32,25,female,property,8,1,10,1
32,25,female,property,8,2,5,1
32,25,female,property,8,3,0,1
32,25,female,property,8,4,0,1
32,25,female,property,8,5,0,1
32,25,female,property,8,6,0,1
32,25,female,property,20,1,10,1
32,25,female,property,20,2,5,1
32,25,female,property,20,3,0,1
32,25,female,property,20,4,0,1
32,25,female,property,20,5,0,1
32,25,female,property,20,6,0,1
33,18,male,category,2,1,9,1
33,18,male,category,2,2,8,1
33,18,male,category,2,3,9,1
33,18,male,category,2,4,7,1
33,18,male,category,2,5,5,1
33,18,male,category,2,6,5,1
33,18,male,category,8,1,10,1
33,18,male,category,8,2,9,1
33,18,male,category,8,3,9,1
33,18,male,category,8,4,9,1
33,18,male,category,8,5,5,1
33,18,male,category,8,6,6.5,1
33,18,male,category,20,1,10,1
33,18,male,category,20,2,10,1
33,18,male,category,20,3,10,1
33,18,male,category,20,4,10,1
33,18,male,category,20,5,6,1
33,18,male,category,20,6,5,1
33,18,male,property,2,1,10,1
33,18,male,property,2,2,10,1
33,18,male,property,2,3,8.5,1
33,18,male,property,2,4,7.5,1
33,18,male,property,2,5,6.5,1
33,18,male,property,2,6,6.5,1
33,18,male,property,8,1,10,1
33,18,male,property,8,2,10,1
33,18,male,property,8,3,9.5,1
33,18,male,property,8,4,8,1
33,18,male,property,8,5,8,1
33,18,male,property,8,6,8,1
33,18,male,property,20,1,10,1
33,18,male,property,20,2,10,1
33,18,male,property,20,3,10,1
33,18,male,property,20,4,9,1
33,18,male,property,20,5,8,1
33,18,male,property,20,6,8,1
34,20,female,category,2,1,2,1
34,20,female,category,2,2,1.5,1
34,20,female,category,2,3,3,1
34,20,female,category,2,4,2,1
34,20,female,category,2,5,2.5,1
34,20,female,category,2,6,0.5,1
34,20,female,category,8,1,4,1
34,20,female,category,8,2,2,1
34,20,female,category,8,3,3.5,1
34,20,female,category,8,4,2.5,1
34,20,female,category,8,5,2.5,1
34,20,female,category,8,6,1.5,1
34,20,female,category,20,1,4.5,1
34,20,female,category,20,2,3,1
34,20,female,category,20,3,3,1
34,20,female,category,20,4,1.5,1
34,20,female,category,20,5,3,1
34,20,female,category,20,6,2.5,1
34,20,female,property,2,1,1.5,1
34,20,female,property,2,2,0.5,1
34,20,female,property,2,3,1.5,1
34,20,female,property,2,4,1.5,1
34,20,female,property,2,5,2,1
34,20,female,property,2,6,1.5,1
34,20,female,property,8,1,3,1
34,20,female,property,8,2,2,1
34,20,female,property,8,3,1.5,1
34,20,female,property,8,4,1.5,1
34,20,female,property,8,5,1,1
34,20,female,property,8,6,1.5,1
34,20,female,property,20,1,3,1
34,20,female,property,20,2,2.5,1
34,20,female,property,20,3,0.5,1
34,20,female,property,20,4,1,1
34,20,female,property,20,5,1,1
34,20,female,property,20,6,1,1
35,20,male,category,2,1,6,1
35,20,male,category,2,2,6.5,1
35,20,male,category,2,3,4,1
35,20,male,category,2,4,6,1
35,20,male,category,2,5,2.5,1
35,20,male,category,2,6,3,1
35,20,male,category,8,1,8.5,1
35,20,male,category,8,2,6.5,1
35,20,male,category,8,3,5.5,1
35,20,male,category,8,4,5,1
35,20,male,category,8,5,4,1
35,20,male,category,8,6,4,1
35,20,male,category,20,1,10,1
35,20,male,category,20,2,9.5,1
35,20,male,category,20,3,7.5,1
35,20,male,category,20,4,6.5,1
35,20,male,category,20,5,5,1
35,20,male,category,20,6,5,1
35,20,male,property,2,1,10,1
35,20,male,property,2,2,8.5,1
35,20,male,property,2,3,4,1
35,20,male,property,2,4,4.5,1
35,20,male,property,2,5,3,1
35,20,male,property,2,6,2.5,1
35,20,male,property,8,1,10,1
35,20,male,property,8,2,6,1
35,20,male,property,8,3,3,1
35,20,male,property,8,4,2,1
35,20,male,property,8,5,1,1
35,20,male,property,8,6,0.5,1
35,20,male,property,20,1,10,1
35,20,male,property,20,2,9,1
35,20,male,property,20,3,0,1
35,20,male,property,20,4,0,1
35,20,male,property,20,5,0,1
35,20,male,property,20,6,0,1
36,20,female,category,2,1,3.5,1
36,20,female,category,2,2,3,1
36,20,female,category,2,3,2.5,1
36,20,female,category,2,4,3.5,1
36,20,female,category,2,5,5,1
36,20,female,category,2,6,4,1
36,20,female,category,8,1,5.5,1
36,20,female,category,8,2,5,1
36,20,female,category,8,3,2.5,1
36,20,female,category,8,4,3.5,1
36,20,female,category,8,5,4.5,1
36,20,female,category,8,6,4,1
36,20,female,category,20,1,7.5,1
36,20,female,category,20,2,9.5,1
36,20,female,category,20,3,5,1
36,20,female,category,20,4,8,1
36,20,female,category,20,5,5,1
36,20,female,category,20,6,7.5,1
36,20,female,property,2,1,5,1
36,20,female,property,2,2,5,1
36,20,female,property,2,3,5.5,1
36,20,female,property,2,4,5,1
36,20,female,property,2,5,5,1
36,20,female,property,2,6,5,1
36,20,female,property,8,1,10,1
36,20,female,property,8,2,5.5,1
36,20,female,property,8,3,1,1
36,20,female,property,8,4,1.5,1
36,20,female,property,8,5,1.5,1
36,20,female,property,8,6,1.5,1
36,20,female,property,20,1,10,1
36,20,female,property,20,2,5,1
36,20,female,property,20,3,0,1
36,20,female,property,20,4,0,1
36,20,female,property,20,5,0,1
36,20,female,property,20,6,0,1
37,18,female,category,2,1,2,1
37,18,female,category,2,2,1.5,1
37,18,female,category,2,3,2,1
37,18,female,category,2,4,1,1
37,18,female,category,2,5,2.5,1
37,18,female,category,2,6,1,1
37,18,female,category,8,1,2,1
37,18,female,category,8,2,1.5,1
37,18,female,category,8,3,1.5,1
37,18,female,category,8,4,1.5,1
37,18,female,category,8,5,2.5,1
37,18,female,category,8,6,3.5,1
37,18,female,category,20,1,2,1
37,18,female,category,20,2,2.5,1
37,18,female,category,20,3,1.5,1
37,18,female,category,20,4,2,1
37,18,female,category,20,5,2.5,1
37,18,female,category,20,6,2.5,1
37,18,female,property,2,1,3.5,1
37,18,female,property,2,2,3.5,1
37,18,female,property,2,3,2.5,1
37,18,female,property,2,4,2.5,1
37,18,female,property,2,5,2.5,1
37,18,female,property,2,6,2.5,1
37,18,female,property,8,1,6.5,1
37,18,female,property,8,2,4,1
37,18,female,property,8,3,3,1
37,18,female,property,8,4,3,1
37,18,female,property,8,5,3,1
37,18,female,property,8,6,2.5,1
37,18,female,property,20,1,6.5,1
37,18,female,property,20,2,2.5,1
37,18,female,property,20,3,3,1
37,18,female,property,20,4,2,1
37,18,female,property,20,5,1.5,1
37,18,female,property,20,6,1.5,1
38,21,female,category,2,1,10,1
38,21,female,category,2,2,5,1
38,21,female,category,2,3,0,1
38,21,female,category,2,4,0,1
38,21,female,category,2,5,0,1
38,21,female,category,2,6,0,1
38,21,female,category,8,1,10,1
38,21,female,category,8,2,5,1
38,21,female,category,8,3,0,1
38,21,female,category,8,4,0,1
38,21,female,category,8,5,0,1
38,21,female,category,8,6,0,1
38,21,female,category,20,1,9.5,1
38,21,female,category,20,2,5,1
38,21,female,category,20,3,0,1
38,21,female,category,20,4,0,1
38,21,female,category,20,5,0,1
38,21,female,category,20,6,0,1
38,21,female,property,2,1,6.5,1
38,21,female,property,2,2,6.5,1
38,21,female,property,2,3,0,1
38,21,female,property,2,4,0,1
38,21,female,property,2,5,0,1
38,21,female,property,2,6,0,1
38,21,female,property,8,1,6,1
38,21,female,property,8,2,1,1
38,21,female,property,8,3,0,1
38,21,female,property,8,4,0,1
38,21,female,property,8,5,0,1
38,21,female,property,8,6,0,1
38,21,female,property,20,1,8,1
38,21,female,property,20,2,6,1
38,21,female,property,20,3,0,1
38,21,female,property,20,4,0,1
38,21,female,property,20,5,0,1
38,21,female,property,20,6,0,1
39,18,female,category,2,1,6,1
39,18,female,category,2,2,4.5,1
39,18,female,category,2,3,2,1
39,18,female,category,2,4,1,1
39,18,female,category,2,5,1,1
39,18,female,category,2,6,1,1
39,18,female,category,8,1,5.5,1
39,18,female,category,8,2,7,1
39,18,female,category,8,3,1.5,1
39,18,female,category,8,4,0.5,1
39,18,female,category,8,5,0.5,1
39,18,female,category,8,6,0.5,1
39,18,female,category,20,1,9.5,1
39,18,female,category,20,2,8,1
39,18,female,category,20,3,0.5,1
39,18,female,category,20,4,0.5,1
39,18,female,category,20,5,0,1
39,18,female,category,20,6,0,1
39,18,female,property,2,1,3,1
39,18,female,property,2,2,3,1
39,18,female,property,2,3,2.5,1
39,18,female,property,2,4,2.5,1
39,18,female,property,2,5,2.5,1
39,18,female,property,2,6,1.5,1
39,18,female,property,8,1,5.5,1
39,18,female,property,8,2,4,1
39,18,female,property,8,3,2.5,1
39,18,female,property,8,4,1,1
39,18,female,property,8,5,0.5,1
39,18,female,property,8,6,0.5,1
39,18,female,property,20,1,8,1
39,18,female,property,20,2,5,1
39,18,female,property,20,3,2,1
39,18,female,property,20,4,1.5,1
39,18,female,property,20,5,0.5,1
39,18,female,property,20,6,0.5,1
40,18,female,category,2,1,6,1
40,18,female,category,2,2,4,1
40,18,female,category,2,3,0,1
40,18,female,category,2,4,2.5,1
40,18,female,category,2,5,2.5,1
40,18,female,category,2,6,0,1
40,18,female,category,8,1,10,1
40,18,female,category,8,2,10,1
40,18,female,category,8,3,4,1
40,18,female,category,8,4,4,1
40,18,female,category,8,5,2.5,1
40,18,female,category,8,6,2.5,1
40,18,female,category,20,1,10,1
40,18,female,category,20,2,10,1
40,18,female,category,20,3,4,1
40,18,female,category,20,4,4,1
40,18,female,category,20,5,4,1
40,18,female,category,20,6,2.5,1
40,18,female,property,2,1,5,1
40,18,female,property,2,2,10,1
40,18,female,property,2,3,5,1
40,18,female,property,2,4,5,1
40,18,female,property,2,5,0,1
40,18,female,property,2,6,0,1
40,18,female,property,8,1,5,1
40,18,female,property,8,2,5,1
40,18,female,property,8,3,0,1
40,18,female,property,8,4,0,1
40,18,female,property,8,5,0,1
40,18,female,property,8,6,0,1
40,18,female,property,20,1,9,1
40,18,female,property,20,2,5,1
40,18,female,property,20,3,0,1
40,18,female,property,20,4,0,1
40,18,female,property,20,5,0,1
40,18,female,property,20,6,0,1
41,19,female,category,2,1,10,1
41,19,female,category,2,2,2.5,1
41,19,female,category,2,3,2.5,1
41,19,female,category,2,4,0,1
41,19,female,category,2,5,0,1
41,19,female,category,2,6,0,1
41,19,female,category,8,1,10,1
41,19,female,category,8,2,7,1
41,19,female,category,8,3,5,1
41,19,female,category,8,4,5,1
41,19,female,category,8,5,0,1
41,19,female,category,8,6,0,1
41,19,female,category,20,1,6.5,1
41,19,female,category,20,2,10,1
41,19,female,category,20,3,5,1
41,19,female,category,20,4,5,1
41,19,female,category,20,5,0,1
41,19,female,category,20,6,0,1
41,19,female,property,2,1,10,1
41,19,female,property,2,2,10,1
41,19,female,property,2,3,5,1
41,19,female,property,2,4,5,1
41,19,female,property,2,5,5,1
41,19,female,property,2,6,5,1
41,19,female,property,8,1,10,1
41,19,female,property,8,2,10,1
41,19,female,property,8,3,0,1
41,19,female,property,8,4,0,1
41,19,female,property,8,5,0,1
41,19,female,property,8,6,0,1
41,19,female,property,20,1,10,1
41,19,female,property,20,2,10,1
41,19,female,property,20,3,0,1
41,19,female,property,20,4,0,1
41,19,female,property,20,5,0,1
41,19,female,property,20,6,0,1
42,18,female,category,2,1,2.5,1
42,18,female,category,2,2,2,1
42,18,female,category,2,3,2,1
42,18,female,category,2,4,2,1
42,18,female,category,2,5,2,1
42,18,female,category,2,6,2,1
42,18,female,category,8,1,10,1
42,18,female,category,8,2,5,1
42,18,female,category,8,3,5,1
42,18,female,category,8,4,5,1
42,18,female,category,8,5,5,1
42,18,female,category,8,6,5,1
42,18,female,category,20,1,10,1
42,18,female,category,20,2,5,1
42,18,female,category,20,3,5,1
42,18,female,category,20,4,5,1
42,18,female,category,20,5,5,1
42,18,female,category,20,6,5,1
42,18,female,property,2,1,9,1
42,18,female,property,2,2,10,1
42,18,female,property,2,3,0,1
42,18,female,property,2,4,0,1
42,18,female,property,2,5,0,1
42,18,female,property,2,6,0,1
42,18,female,property,8,1,0,1
42,18,female,property,8,2,10,1
42,18,female,property,8,3,0,1
42,18,female,property,8,4,0,1
42,18,female,property,8,5,0,1
42,18,female,property,8,6,0,1
42,18,female,property,20,1,5,1
42,18,female,property,20,2,10,1
42,18,female,property,20,3,0,1
42,18,female,property,20,4,0,1
42,18,female,property,20,5,0,1
42,18,female,property,20,6,0,1
43,18,female,category,2,1,7.5,1
43,18,female,category,2,2,4.5,1
43,18,female,category,2,3,4,1
43,18,female,category,2,4,3,1
43,18,female,category,2,5,3,1
43,18,female,category,2,6,0,1
43,18,female,category,8,1,10,1
43,18,female,category,8,2,5,1
43,18,female,category,8,3,0.5,1
43,18,female,category,8,4,0.5,1
43,18,female,category,8,5,0.5,1
43,18,female,category,8,6,0.5,1
43,18,female,category,20,1,10,1
43,18,female,category,20,2,5,1
43,18,female,category,20,3,1,1
43,18,female,category,20,4,1,1
43,18,female,category,20,5,0,1
43,18,female,category,20,6,0.5,1
43,18,female,property,2,1,6,1
43,18,female,property,2,2,2.5,1
43,18,female,property,2,3,2.5,1
43,18,female,property,2,4,2,1
43,18,female,property,2,5,2.5,1
43,18,female,property,2,6,2,1
43,18,female,property,8,1,8.5,1
43,18,female,property,8,2,6,1
43,18,female,property,8,3,0,1
43,18,female,property,8,4,0,1
43,18,female,property,8,5,0,1
43,18,female,property,8,6,0,1
43,18,female,property,20,1,6,1
43,18,female,property,20,2,6,1
43,18,female,property,20,3,0,1
43,18,female,property,20,4,0,1
43,18,female,property,20,5,0,1
43,18,female,property,20,6,0,1
44,18,male,category,2,1,8,1
44,18,male,category,2,2,7.5,1
44,18,male,category,2,3,7.5,1
44,18,male,category,2,4,7.5,1
44,18,male,category,2,5,7.5,1
44,18,male,category,2,6,7.5,1
44,18,male,category,8,1,10,1
44,18,male,category,8,2,10,1
44,18,male,category,8,3,10,1
44,18,male,category,8,4,10,1
44,18,male,category,8,5,10,1
44,18,male,category,8,6,10,1
44,18,male,category,20,1,10,1
44,18,male,category,20,2,10,1
44,18,male,category,20,3,10,1
44,18,male,category,20,4,10,1
44,18,male,category,20,5,10,1
44,18,male,category,20,6,10,1
44,18,male,property,2,1,3.5,1
44,18,male,property,2,2,1.5,1
44,18,male,property,2,3,1,1
44,18,male,property,2,4,1,1
44,18,male,property,2,5,0,1
44,18,male,property,2,6,0,1
44,18,male,property,8,1,5.5,1
44,18,male,property,8,2,4,1
44,18,male,property,8,3,2,1
44,18,male,property,8,4,0,1
44,18,male,property,8,5,0.5,1
44,18,male,property,8,6,0.5,1
44,18,male,property,20,1,5,1
44,18,male,property,20,2,4,1
44,18,male,property,20,3,1,1
44,18,male,property,20,4,0,1
44,18,male,property,20,5,0,1
44,18,male,property,20,6,0,1
45,18,female,category,2,1,7,1
45,18,female,category,2,2,6.5,1
45,18,female,category,2,3,6.5,1
45,18,female,category,2,4,6.5,1
45,18,female,category,2,5,6,1
45,18,female,category,2,6,2,1
45,18,female,category,8,1,8,1
45,18,female,category,8,2,8,1
45,18,female,category,8,3,7,1
45,18,female,category,8,4,6,1
45,18,female,category,8,5,7.5,1
45,18,female,category,8,6,2.5,1
45,18,female,category,20,1,10,1
45,18,female,category,20,2,9.5,1
45,18,female,category,20,3,9.5,1
45,18,female,category,20,4,8.5,1
45,18,female,category,20,5,8.5,1
45,18,female,category,20,6,3,1
45,18,female,property,2,1,3.5,1
45,18,female,property,2,2,4.5,1
45,18,female,property,2,3,3.5,1
45,18,female,property,2,4,2,1
45,18,female,property,2,5,2.5,1
45,18,female,property,2,6,1.5,1
45,18,female,property,8,1,4.5,1
45,18,female,property,8,2,5,1
45,18,female,property,8,3,1.5,1
45,18,female,property,8,4,1,1
45,18,female,property,8,5,2,1
45,18,female,property,8,6,1.5,1
45,18,female,property,20,1,6.5,1
45,18,female,property,20,2,9,1
45,18,female,property,20,3,0,1
45,18,female,property,20,4,1,1
45,18,female,property,20,5,0.5,1
45,18,female,property,20,6,1,1
46,18,female,category,2,1,2,1
46,18,female,category,2,2,0.5,1
46,18,female,category,2,3,0,1
46,18,female,category,2,4,0,1
46,18,female,category,2,5,0,1
46,18,female,category,2,6,0,1
46,18,female,category,8,1,10,1
46,18,female,category,8,2,2.5,1
46,18,female,category,8,3,0,1
46,18,female,category,8,4,0,1
46,18,female,category,8,5,0,1
46,18,female,category,8,6,0,1
46,18,female,category,20,1,10,1
46,18,female,category,20,2,5,1
46,18,female,category,20,3,0,1
46,18,female,category,20,4,0,1
46,18,female,category,20,5,0,1
46,18,female,category,20,6,0,1
46,18,female,property,2,1,0.5,1
46,18,female,property,2,2,0.5,1
46,18,female,property,2,3,0,1
46,18,female,property,2,4,0,1
46,18,female,property,2,5,0,1
46,18,female,property,2,6,0,1
46,18,female,property,8,1,5,1
46,18,female,property,8,2,5.5,1
46,18,female,property,8,3,0,1
46,18,female,property,8,4,0,1
46,18,female,property,8,5,0,1
46,18,female,property,8,6,0,1
46,18,female,property,20,1,10,1
46,18,female,property,20,2,10,1
46,18,female,property,20,3,0,1
46,18,female,property,20,4,0,1
46,18,female,property,20,5,0,1
46,18,female,property,20,6,0,1
47,18,female,category,2,1,7.5,1
47,18,female,category,2,2,5,1
47,18,female,category,2,3,4,1
47,18,female,category,2,4,4.5,1
47,18,female,category,2,5,4,1
47,18,female,category,2,6,5,1
47,18,female,category,8,1,10,1
47,18,female,category,8,2,7.5,1
47,18,female,category,8,3,3,1
47,18,female,category,8,4,3,1
47,18,female,category,8,5,3,1
47,18,female,category,8,6,2.5,1
47,18,female,category,20,1,10,1
47,18,female,category,20,2,7.5,1
47,18,female,category,20,3,3,1
47,18,female,category,20,4,2.5,1
47,18,female,category,20,5,2.5,1
47,18,female,category,20,6,2.5,1
47,18,female,property,2,1,5.5,1
47,18,female,property,2,2,8.5,1
47,18,female,property,2,3,4.5,1
47,18,female,property,2,4,4.5,1
47,18,female,property,2,5,4.5,1
47,18,female,property,2,6,4,1
47,18,female,property,8,1,9,1
47,18,female,property,8,2,9.5,1
47,18,female,property,8,3,3,1
47,18,female,property,8,4,3,1
47,18,female,property,8,5,2.5,1
47,18,female,property,8,6,2.5,1
47,18,female,property,20,1,10,1
47,18,female,property,20,2,10,1
47,18,female,property,20,3,2.5,1
47,18,female,property,20,4,2.5,1
47,18,female,property,20,5,2.5,1
47,18,female,property,20,6,2.5,1
48,18,female,category,2,1,7,1
48,18,female,category,2,2,7,1
48,18,female,category,2,3,5,1
48,18,female,category,2,4,5,1
48,18,female,category,2,5,5,1
48,18,female,category,2,6,5,1
48,18,female,category,8,1,7.5,1
48,18,female,category,8,2,7.5,1
48,18,female,category,8,3,5.5,1
48,18,female,category,8,4,5.5,1
48,18,female,category,8,5,5.5,1
48,18,female,category,8,6,5,1
48,18,female,category,20,1,9,1
